age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,gender,cluster
17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,1.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,2.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,1.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,1.0000000000000002,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
17.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999996,2.0,0.0,0.0,0.0,1.0,6.0,-2.7755575615628914e-17,2.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,2.0,3.0,1.0,0.0,0.0,0.0,4.0,1.3877787807814457e-17,1.0000000000000002,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,F,0
18.0,48.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,-2.7755575615628914e-17,0.0,3.0,0.0,0.0,1.0,-6.938893903907228e-18,2.0,0.0,1.0,9.0,1.0,0.0,2.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,F,0
18.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.3877787807814457e-17,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,F,0
18.0,93.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,0.0,0.0,-6.938893903907228e-18,1.0,1.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
17.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.0,0.0,F,1
17.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
15.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,-6.938893903907228e-18,2.0,6.0,2.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
17.0,15.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,1.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
17.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,2.0,1.0,0.0,1.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.3877787807814457e-17,-1.3877787807814457e-17,1.0,1.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,0
18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.0,-6.938893903907228e-18,0.0,1.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,1.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,2.0,0.0,0.0,-6.938893903907228e-18,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,2.7755575615628914e-17,1.0,0.0,0.0,F,0
16.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0000000000000004,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,0
16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,2.0,0.0,2.7755575615628914e-17,1.0,0.0,0.0,F,1
16.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,2.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
17.0,14.0,0.0,0.9999999999999998,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.0,0.0,F,1
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,5.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,2.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,138.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,-2.7755575615628914e-17,2.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,1.0,0.0,0.0,1.0,0.0,0.0,5.551115123125783e-17,1.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,0
17.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,8.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,1.0,0.0,0.0,0.0,1.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,1.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,1.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,32.0,0.0,0.9999999999999998,0.0,0.0,0.9999999999999999,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,2.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,2.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,4.0,0.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,76.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,1.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,28.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,4.0,0.0,-6.938893903907228e-18,4.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.0,-1.3877787807814457e-17,0.0,2.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,0
17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,1.0,0.0,0.0,3.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,1.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.0,0.0,F,1
19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,1.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,2.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
17.0,15.0,1.0,0.9999999999999998,4.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,3.0,0.0,0.0,-6.938893903907228e-18,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.3877787807814457e-17,2.0,1.0,0.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,1.0,F,0
16.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,2.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.0,0.0,F,1
16.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,4.0,0.0,-6.938893903907228e-18,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000002,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,4.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,1.0,1.0,1.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,F,1
17.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0000000000000004,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.7755575615628914e-17,0.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
16.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.7755575615628914e-17,0.0,6.0,0.0,1.0,0.0,-6.938893903907228e-18,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,0
16.0,39.0,0.0,0.0,7.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,-2.7755575615628914e-17,0.0,0.0,0.0,1.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3877787807814457e-17,1.0000000000000002,0.0,2.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,F,1
19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,4.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,M,1
